source	target
ATMANAND	आत्मानंद
MIRA	मिरा
AADHI YUG	आधी युग
VIMOGH	विमोघ
SHU'AA	शुआ
OLDENBERG	ऑडेनबर्ग
Berde	बेर्डे
RINGO STAR	रिंगो स्टार
ZAPORIZHIAN SICH	ज़ैपोरीज़िआन सिच
JOVANNA	जोवन्ना
KALIMOHAN	कालिमोहन
UKKUSIKSALIK	उक्कुसिक्सालिक
BONY BLAIR	बोनी ब्लेयर
MANAMAUJEE	मनमौजी
SPRAGUE	स्प्रेगुए
AVRIL	एव्रिल
BIRADARI	बिरादरी
ADAS ROAD	आदस रोड
BHATPUR	भटपुर
CHETTINAD	चेत्तिनाद
TAMEEM	तमीम
CHAKRI NAREUBET	चाकरी नरुबेट
GURUDWARA OMKARESHWAR	गुरूद्वारा ओंकारेशवर
MISS INDIA	मिस इंडिया
TOSA	टोसा
MAQIL	मक़िल
HARRY TRUMAN	हैरी ट्रुमॅन
Bhatia	भाटिया
DAVIDSON	डेविडसन
BAGEVADI	बागेवदी
CORETTA SCOTT KING	कोरीटा स्कॉट किंग
SURDAS	सूरदास
APARAJITA	अपराजिता
LEONA	लियोना
GARY CROCKER	गैरी क्रॉकर
JON KENT	जॉन केंट
PARAM	परम
AJMER JUNCTION	अजमेर जंक्शन
GARCHA	गरचा
NAVED ASHRAF	नावेद अशरफ
SULTANAH	सुल्तानाह
AATHALEKAR	आठलेकर
CHORVAD ROAD	चोरवड़ रोड
DIL KI RAHEN	दिल की राहें
ANIL	अनिल
ON TRACK INNOVATIONS	ऑन ट्रेक इनोवेशन
ARSHAD	अर्शद
GRANDE SERTAO VEREDAS	ग्रैंड सेरटाओ वेरीडास
PHIR JANAM LENGE HUM	फिर जनम लेंगे हम
CLEMENT	क्लीमेंट
SHIRLYN	शिर्लिन
UNIVERSITY OF NEVADA	यूनिवर्सिटी ऑफ नेवाडा
GURUDWARA SAHIBDEWA	गुरूद्वारा साहिबदेवा
HIGH ISLAND RESERVOIR	हाई आइलैंड रिज़रवायर
SUGANDH	सुगंध
ZUIHO	ज़ुइहो
Deshpande	देशपांडे
PRITHVI VALLABH	पृथ्वी वल्लभ
SAWAAL	सवाल
JANKI	जानकी
SHAHANSHAAH	शहंशाह
VENGEANCE	वेंजिआंस
BERAHAM DAKU	बेरहम डाकू
VERRILL	वेरिल
VARAJ	वरज
ABHIMAN	अभिमान
KYNTON	किंटन
NIAZ AND NAMAZ	नियाज़ एण्ड नमाज़
SHEESHMAHAL	शीशमहल
LEMHI	लेम्ही
PURKAR	पूरकर
SURASAKHAA	सुरसखा
DO DUSHMAN	दो दुश्मन
STROMBOLI	स्ट्रोम्बोलि
NEEL KAMAL	नील कमल
DO MASTANE	दो मस्ताने
INDEFATIGABLE	इंडिफेटिजेबल
ELSASS	एल्सास
JEANETTE	जीनेट
JAWANI KI BHOOL	जवानी की भूल
RAADHAA	राधा
SITAR	सितार
DHAURA	धौरा
BURREN	बरेन
CHAAD	चाड
TRIPTA	तृप्ता
MAAN APMAAN	मान अपमान
MAALAAKAAR	मालाकार
SARAL	सरल
GHAMANDEE	घमंडी
ALPESH VADHER	अल्पेश वाढ़ेर
LESLEY	लेस्ली
PEHLI JHALAK	पहली झलक
PRITHVI PUTRA	पृथ्वी पुत्र
BINA JUNCTION	बीना जंक्शन
BAXUR	बक्सर
OSSAMA	ओसामा
GORAKHPUR	गोरखपुर
RANBAXY LABS	रैनबैक्सी लैब्स
FISHING	फिशिंग
BANBHATTA	बाणभट्ट
NARAD LEELA	नारद लीला
RAAKH	राख़
BHAARATEEY	भारतीय
SAROJA	सरोजा
TAHIR KHAN	ताहिर खान
IBN KHAFIF	इब्न खफीफ
MALAYA	मलया
ANASTASIA	एनेस्टेसिया
TARAN	तारन
BHOKE	भोक
Clay	क्ले
Gopika	गोपिका
DHARMENDU	धर्मेंदु
KASAM PAIDA KARNE WALE KI	कसम पैदा करने वाले की
MANCHESTER	मॅन्चेस्टर
FAKHRUDDIN IRAQI	फकरूद्दीन इराकी
ORINOCO	ओरिनोको
GHUZAYYAH	ग़ुज़य्याह
MALAGA	मलागा
AAQIL	आकिल
MARSABIT AND RESERVE	मारसाबिट एण्ड रिज़र्व
DRUPAD	द्रुपद
Madelia	मैडेलिया
SYED AKHTAR IMAM QUADRI	सय्यद अख्तर इमाम क़ादरी
ALEXA	अलेक्सा
PHIL DEFREITAS	फिल डेफ्रेटास
ANITRAA	अनित्रा
TOMMY	टॉमी
NAQID	नक़ीद
STACIE	स्टेसी
EMAS	इमस
BELGAUM	बेलगॉम
Tharya	थार्या
PEETAA	पीता
JAHURA	जहूरा
KALBI	कल्बि
AACHARYNANDANA	आचार्यनंदना
PARSHURAM	परशुराम
SHAILI	शैली
ALIBAUG	अलीबाग
ABDUR RAQEEB	अब्दुर रकीब
AMAL	अमल
PATHAK	पाठक
STRAIT OF MAGELLAN	स्ट्रेट ऑफ मेगॅलन
FORCE	फ़ोर्स
DOODH KA KARZ	दूध का कर्ज़
BALKHASH	बलखश
GEORGE WASHINGTON	जॉर्ज वॉशिंग्टन
Sinsapa	सिंसपा
KHIRASH	खिराश
ANCHAL	अंचल
DOLPH	डॉल्फ
YUKON	यूकॉन
BEKRAR	बेकरार
DOREL INDUSTRIES	डॉरेल इंडस्ट्रीज
JATIN	जतिन
WELHAM GIRLS' HIGH SCHOOL, DEHRADUN	वेल्हैम गर्ल्स हाई स्कूल, देहरादून
GOLA GOKARANATH	गोला गोकरनाथ
AASHIQ HOON BAHARON KA	आशिक हूँ बहारों का
RYAN CAMPBELL	रियान केम्पबेल
WALTER	वाल्टर
MONICA LEWINSKY	मोनिका लुइंस्की
MORONI	मोरोनी
OOS RAAT KE BAAD	उस रात के बाद
AMALSAD	अमलसद
AFAFURA	अफाफुरा
MAHASHWETA DEVI	महाश्वेता देवी
ASUNCION	एसुसिआन
NEODYMIUM	नीयोडिमियम
DHARAM KANTA	धरम काँटा
BHIMANA	भिमाना
VIHUELA	विहुएला
DAMNAGAR	दामनगर
MRADULATAA	मृदुलता
THOMAS PAINE	थॉमस पेन
BUNDESVERDIENSTKREUZ	बूंदेस्वेरदींस्तक्रुज़
Tessa	टेसा
Oliver	ओलिवर
DALLAS	डलास
ANGAG	अंगग
QUINTANA MARITIME LIMITED	क्वींटाना मैरीटाइम लिमिटेड
ANGAD	अंगद
CHAL CHAL RE NAUJAWAN	चल चल रे नौजवान
PEELAA	पीला
ABDUL MUHASIN	अब्दुल मुहासिन
BURJ AL ARAB HOTEL	बुर्ज अल अरब होटेल
ULFAH	उल्फाह
NEELANJAN	नीलांजन
BRUCE BLAIR	ब्रूस ब्लेअर
FORT TOWNSEND	फोर्ट टाउनसेंड
KAISE KAISE LOG	कैसे कैसे लोग
ABDUS SALAAM	अब्दुस सलाम
PUNAR MILAN	पुनर मिलन
Marathi	मराठी
SAKET	साकेत
SALIL ANKOLA	सलिल अंकोला
VACHSPATI	वाचस्पति
DHIYA	धिया
KARSAN GHAVRI	कर्सन घावरी
FIROZPUR	फिरोज़पुर
DEVPURA	देवपुरा
JESLYN	जेसलिन
JO ANGEL	जॉ एंजेल
PYAR KA MAUSAM	प्यार का मौसम
ECUADOR	इक्वाडोर
VENKATESHWAR	वेंकटेश्वर
DEVRAJ	देवराज
Iona	इओना
SACHCHE MOTI	सच्चे मोती
Janak	जनक
MERA SALAAM	मेरा सलाम
GUADALUPE	गुडालुपे
GUINESS WORLD OF RECORD MUSEUM	ग‍िनीज वर्ल्ड ऑफ रेकॉर्ड्स म्युज़ियम
NALCO	नाल्को
AAYUSH	आयुष
BAQIR	बाकिर
ANCELIN	एंसेलीन
Kiranmay	किरण्मय
VEENA	वीणा
BEDAAG	बेदाग
GHASO	घासो
Anunay	अनुनय
Rana	राणा
DOUG WALTERS	डॉग वाल्टर्स
TOPEKA BIBLE	टोपेका बायबल
GANGAARAAM	गंगाराम
Sinochem	सिनोकेम
Lana	लाना
ARAB	अरब
MILAM BETHANY BAPTIST	मिलाम बेथनी बैपटिस्ट
AJITAABH	अजिताभ
ROSSA	रोसा
ISMAH	इस्माह
RUBY	रूबी
DANZON	डैनज़न
FASEEH	फसीह
BASKIN ROBINS	बस्किन रॉबिन्स
JACINDA	जैसिंडा
JENIFER	जेनिफर
CHARLOT	कार्लोट
RASIKA	रसिका
KARAH	कैराह
SHOR	शोर
ATALANTA	एटलांटा
OZARKHED DAM	ओज़रखेद डैम
CASSIAR	क्लासिअर
SHANKAR SHAMBHU	शंकर शंभू
PRERANA	प्रेरणा
KAISER BARBAROSSA	कैसर बर्बोरोसा
MUSHFIQ	मुश्फीक़
PHOOL AUR KALIYAN	फूल और कलियाँ
KANCH AUR HEERA	काँच और हीरा
DEEPANKAR	दीपंकर
GOLJAMATA	गोल्जामाटा
SAIRAJ BAHUTULE	सैराज बहुतुले
AMBIKA KALNA	अम्बिका कालना
KEPHART UNITED METHODIST	केफार्ट यूनाइटेड मेथोडिस्ट
SWADESH	स्वदेश
WADE SECCOMBE	वेड सेकॉम्ब
HINGANKAR	हिंगणकर
JASPER	जैस्पर
AGATHA	अगाथा
AAJ KA ROBINHOOD	आज का रॉबिनहुड
NASAMAJH	नासमझ
ENAMUL HAQUE	एनामुल हक
SHOEB	शोएब
ALFONSO	अल्फांसो
GUNATILLEKE	गुणटिलेके
DANKA	डंका
MEXICO CITY	मेक्सिको सिटी
SIMEON	सिमेओन
LYNETTE	लिनेट
REDIFF DOT COM INDIA LIMITED	रेडिफ़ डॉट कॉम इंडिया लिमिटेड
JAHDAMI	जहदामी
ANNIS	एनिस
TAHSEEN	तहसीन
ANISHA	अनिशा
KULLURSANDAI RESERVOIR	कुल्लुरसन्दई रिज़रवायर
QUICKSTEP	क्विकस्टेप
COLORADO RIVER	कोलोरॅडो रिवर
SOWANI	सोवानी
Buddh	बुद्ध
THE CARPER AWARD	द कार्पर अवार्ड
CLEOPATRA	क्लियोपैट्रा
HARE KANCH KI CHURIYAN	हरे काँच की चुड़ियाँ
SHOAIB MOHAMMAD	शोएब मोहम्मद
AHMED AR-RIFAI	अहमद अर-रिफाई
MANASVEE	मनस्वी
Aandhiyan	आँधियाँ
FAQIH	फ़कीह
PATANG	पतंग
MANCHALA	मनचला
HANOVER	हैनोवर
AHMADNAGAR	अहमदनगर
SHEA	शीया
THEA	थिया
AAJ KI DHARA	आज की धारा
UTTAM	उत्तम
NIOBIUM	नियोबियम
MANAAVEE	मनावी
KAPILA	कपिला
LAGOS	लेगॉस
BRISTOL CHANNEL	ब्रिस्टल चैनल
CHITNIS	चिटनीस
ABDUL JABBAAR	अब्दुल जब्बार
ALAN CONNOLLY	एलन कॉनोली
HAMARA KHANDAAN	हमारा खानदान
CASTLE CLINTON	कैसल क्लिंटन
NATHALIE	नैथले
DOLLAR	डॉलर
Faxon	फैक्ज़न
YAQEEN	य़कीन
Arafat	अराफात
GORADHAN	गोरधन
DILAWARNAGAR	दिलावरनगर
MATEENADAAS	मतीनदास
FORT KNOX	फोर्ट क्नॉक्स
AATIK	आतिक
MILWAUKEE	मिलवॉकी
MARUKAR	मरुकर
ATHARVAN	अथर्वन
MEMORIAL CUP	मेमोरियल कप
CORTLAND	कोर्टलैंड
BANDHAN KACHCHEY DHAGON KA	बंधन कच्चे धागों का
USMAN	उस्मान
GARY KIRSTEN	गैरी किर्स्टन
Kaiser	कैसर
GRAHAM YALLOP	ग्रेहम यालॉप
MEHBOOBNAGAR	महबूबनगर
BELVANDI	बेलवंदी
DUNDUN	डुनडुन
INDERDEEP	इन्दरदीप
KING FAISAL FOUNDATION PRIZE	किंग फैज़ल फाउंडेशन प्राइज़
CLEAVE	क्लीवेंट
BRINDA	बृन्दा
VIDRUMALATAA	विद्रुमलता
VIRAJ	विराज
SUNANDINI	सुनन्दिनी
ORDER OF THE NATIONAL COAT OF ARMS	ऑडर ऑफ द नेशनल कोट ऑफ आर्म्‍स
TAREQ AZIZ	तारीक अज़ीज़
SAMLESHWAR	स्यामलेश्वर
PHOOL KHILE HAIN GULSHAN GULSHAN	फूल खिले हैं गुलशन गुलशन
BANK OF AMERICA CENTER	बैंक ऑफ अमेरिका सेन्टर
ARIJ	आरीज
SHYAMALIKA	श्यामलिका
JULIE	जूली
NATIQ	नतीक़
SAMSUNG MUSEUM	सैमसंग म्युज़ियम
SHYAMALIMA	श्यामलिमा
DAHANA	दहना
SHAARANGIKAA	शारंगिका
ANDREAS	आंद्रियास
DIL BHI TERA HUM BHI TERE	दिल भी तेरा हम भी तेरे
ANKIT	अंकित
MUNIMJI	मुनीमजी
ULLAS	उल्लास
MENDELEVIUM	मेंडलीवियम
PANIHARI	पनिहारी
SAMEH	समेह
SATANG	सातांग
KIRKAN	किर्कन
DO KHILADI	दो खिलाड़ी
BHAWANI	भवानी
CONLEY	कोनली
GORDON GREENIDGE	गॉरडन ग्रीनिज
UNIVERSITY OF SHEFFIELD	यूनिवर्सिटी ऑफ शेफफील्ड
VAAGEESH	वागीश
MANIMEKHALA	मणिमेखला
RAJNI	रजनी
TRYNT	ट्रायंट
Kori	कोरी
NOAKES	नोक्स
NATIONAL MUSEUM OF AMERICAN INDIAN	नेशनल म्युज़ियम ऑफ अमेर‍िकन इंड‍ियन
BHAINI KHURD	भाइनी खुर्द
GANGAA	गंगा
SHAWM	शॉम
BAKARAH	बकराह
PAUL JARVIS	पॉल जार्विस
SHAWN	शॉन
CASSARA	कैसरा
KYLENE	कायलीन
DAHANU ROAD	दहानु रोड
PREM SAMADHI	प्रेम समाधि
Butewala	बुटेवाला
PAMPA AWARD	पैम्पा अवार्ड
DATIA	दतिया
Parvin	परवीन
CALUM	कैलम
INDUKALA	इन्दुकला
ANISA	अनीसा
SAMASTIPUR	समस्तीपुर
Mauve	मौवे
ANISE	एनीज
DILDARNAGAR JUNCTION	दिलदारनगर जंक्शन
BENITO MUSSOLINI	बेनिटो मुसोलिनी
RAAMADAAS	रामदास
MARIGOLD	मैरीगोल्ड
AISLING	ऐस्लिंग
TOPPAN PRINTING	टॉपन प्रिंटिंग
THROGS NECK	थ्रॉग्ज नेक
BHAU	भाउ
SHAUNNA	शॉना
GANGA TERA PANI AMRIT	गंगा तेरा पानी अमृत
URVI	उर्वि
HATHKADI	हथकड़ी
SVAROOPABAAEE	स्वरूपबाई
AFLATOON AURAT	अफलातून औरत
ROYAL ALBERTA MUSEUM	रॉयल अल्बर्टा म्युज़ियम
BARAD	बराड़
KUSHINAGAR	कुशीनगर
SHABIB	शबीब
Pura	पूरा
MIDNIGHT MAIL	मिडनाइट मेल
SOORY	सूर्य
ALICIA	एलीसिया
AMMASANDRA	अम्मासंद्रा
CARNATIC WAR	कार्नेटिक वार
VIRUPAKSHA	वीरूपक्ष
KEENE	कीन
THAKUR	ठाकुर
GURUDWARA NANAKMATA	गुरूद्वारा नानकमता
KEENA	कीना
FARIYAAD	फरियाद
SIRSA	सिरसा
PRINCETON	प्रिंसिटन
Angelique	एंजेलिका
Army	आर्मी
LOVE IN SIMLA	लव इन शिमला
CARAF	कैराफ
AKHLAQ	अखलाक
SUVARNMALA	सुवर्णमाला
KALI BASTI	काली बस्ती
CHARLTON HESTON	चार्लटन हेस्टन
ABDUL WASI	अब्दुल वसी
GHALODI	घलोड़ी
TIKKEKAR	टिकेकर
CHANDA AUR BIJLI	चंदा और बिजली
DANNY DEVITO	डैनी डीविटो
MILUN	मिलन
ROOP KUMARI	रूप कुमारी
SHYAAM	श्याम
SHRINATH	श्रीनाथ
ORDER OF NATIONAL ESTABLISHMENT MERIT	ऑडर ऑफ नेशनल एस्टैबलिशमेंट मेरिट
